"species_code","score","start_offset_sec","end_offset_sec"
"cedwax",0.5034262,0,3
"chswar",0.97751695,4,7
"norcar",0.95754576,12,15
"carwre",0.99993145,43,46
"banswa",0.8599622,51,54
"tuftit",0.9724198,60,63
"rewbla",0.8576058,66,69
"canwar",0.7338222,77,80
"buggna",0.56885314,113,116
"magwar",0.9933146,135,138
"amegfi",0.9997264,146,149
"pilwoo",0.99571973,147,150
"nrwswa",0.998176,220,223
"sonspa",0.96405137,236,239
"veery",0.8863879,238,241
"whbnut",0.92553157,246,249
"bkcchi",0.8056315,275,278
"yelwar",0.9997282,287,290
"amerob",0.86654484,290,293
"woothr",0.65197533,308,311
"swathr",0.5824631,315,318
"herthr",0.6230742,326,329
"blujay",0.7007686,355,358
"chiswi",0.991621,360,363
