"species_code","score","start_offset_sec","end_offset_sec"
"cedwax",0.99745905,6,9
"balori",0.66933846,18,21
"norcar",0.9521256,26,29
"sonspa",0.9780148,40,43
"coohaw",0.88855636,40,43
"brnthr",0.69919264,47,50
"amerob",0.9951603,53,56
"woothr",0.88345546,54,57
"blujay",0.98885447,63,66
"houfin",0.5299774,63,66
"amegfi",0.643431,78,81
"houwre",0.9605331,80,83
"normoc",0.99986887,88,91
"moudov",0.8703307,92,95
"grycat",0.55752856,92,95
"yebcha",0.8359092,98,101
"whbnut",0.76948285,101,104
"norfli",0.9558362,107,110
"houspa",0.93421966,107,110
"chispa",0.98882437,111,114
"carwre",0.79573125,112,115
