"species_code","score","start_offset_sec","end_offset_sec"
"sonspa",0.9990938,26,29
"balori",0.52598387,26,29
"rewbla",0.95374924,34,37
"amerob",0.96323216,35,38
"grbher3",0.5932854,36,39
"bnhcow",0.9568161,37,40
"eursta",0.9978865,43,46
"bkcchi",0.8861517,53,56
"houwre",0.9980393,56,59
"norcar",0.989257,57,60
"veery",0.9099953,59,62
"rebwoo",0.951339,63,66
"comgra",0.9797338,66,69
"easkin",0.9719059,70,73
"amecro",0.53630984,76,79
"easmea",0.9657147,81,84
"houfin",0.8611629,82,85
"norfli",0.9390113,86,89
