"species_code"
"buggna"
"dowwoo"
"grycat"
"rthhum"
"norcar"
"woewar1"
"woothr"
"eawpew"
"sonspa"
"acafly"
"eastow"
"carwre"
"norfli"
"purmar"
"yebcuc"
"pilwoo"
"amegfi"
"indbun"
"chispa"
"whbnut"
"moudov"
"blujay"
"grbher3"
"prawar"
"turvul"
"whevir"
"amerob"
"rebwoo"
"comgra"
"amecro"
"rethaw"
"ovenbi1"
"reevir1"
"fiespa"
"grcfly"
"easblu"
"cedwax"
"barswa"
"tuftit"
"normoc"
"bnhcow"
"blugrb1"
"yebcha"
"easkin"
"killde"
"rewbla"
"scatan"
"amered"
"comyel"
"louwat"
"belkin1"
"orcori"
"easpho"
"yetvir"
"carchi"
"norpar"
"balori"
"wooduc"
"mallar3"
"eursta"
"fiscro"
"houspa"
"warvir"
"rinduc"
"grnher"
"cangoo"
"reshaw"
"yelwar"
"kenwar"
"rocpig"
"houwre"
"wilfly"
"haiwoo"
"houfin"
"treswa"
"blkvul"
"graspa"
"chiswi"
"amewoo"
"pinwar"
"paibun"
"yetwar"
"nrwswa"
"doccor"
"easwpw1"
"chwwid"
"brnthr"
"brdowl"
"btnwar"
"herthr"
"winwre3"
"magwar"
"bkcchi"
"bawwar"
"baleag"
"buhvir"
"swaspa"
"hoowar"
"robgro"
"canwar"
"veery"
"cerwar"
"greegr"
"osprey"
"coohaw"
"commer"
"snogoo"
"easmea"
"sposan"
"brwhaw"
"btbwar"
"gbbgul"
"daejun"
"comrav"
"chswar"
"bkbwar"
"bkbcuc"
"pibgre"
"dickci"
"easowl1"
"sumtan"
"banswa"
"rehwoo"
"amekes"
"cliswa"
"vesspa"
"ycnher"
"prowar"
"norbob"
"perfal"
"wiltur"
"ribgul"
"comloo"
"leater1"
"savspa"
"grhowl"
"bcnher"
"marwre"
"sora"
"virrai"
"aldfly"
"rebnut"
"yebsap"
"leabit"
"snoegr"
"categr"
"hergul"
"caster1"
"laugul"
"wesmea"
"horlar"
"boboli"
"henspa"
"leafly"
"whtspa"
"naswar"
"mouwar"
"amebit"
"buwwar"
"leasan"
"lessca"
"gockin"
"hoomer"
"truswa"
"purfin"
"rufgro"
"gadwal"
"brncre"
"libher"
"yerwar"
"swathr"
"norwat"
"solsan"
"mutswa"
"brnowl"
"kinrai4"
"rosspo1"
"merlin"
"shshaw"
"eucdov"
"bkpwar"
