"species_code"
"bicthr"
"winwre3"
"yebfly"
"brdowl"
"herthr"
"canwar"
"reevir1"
"whtspa"
"bkcchi"
"btbwar"
"rebnut"
"buhvir"
"woothr"
"comrav"
"btnwar"
"bkpwar"
"yerwar"
"swathr"
"gockin"
"blujay"
"mouwar"
"amerob"
"bkbwar"
"ovenbi1"
"daejun"
"magwar"
"grbher3"
"grycat"
"houspa"
"amegfi"
"chispa"
"houwre"
"comgra"
"amecro"
"louwat"
"whbnut"
"eawpew"
"moudov"
"leafly"
"easkin"
"comyel"
"treswa"
"scatan"
"grcfly"
"sonspa"
"indbun"
"pilwoo"
"robgro"
"cedwax"
"bnhcow"
"yelwar"
"dowwoo"
"barswa"
"norcar"
"rebwoo"
"tuftit"
"fiespa"
"prawar"
"rewbla"
"purfin"
"woewar1"
"turvul"
"veery"
"yetvir"
"swaspa"
"haiwoo"
"amewoo"
"easpho"
"buggna"
"gowwar"
"buwwar"
"norfli"
"eastow"
"boboli"
"rocpig"
"bawwar"
"osprey"
"pinwar"
"amered"
"chswar"
"balori"
"reshaw"
"rethaw"
"borchi2"
"bkbcuc"
"eursta"
"chiswi"
"easblu"
"normoc"
"blkvul"
"aldfly"
"wilfly"
"brwhaw"
"warvir"
"brncre"
"belkin1"
"cangoo"
"houfin"
"yebsap"
"brnthr"
"baleag"
"easwpw1"
"wooduc"
"rusbla"
"comloo"
"naswar"
"rufgro"
"norpar"
"marwre"
"henspa"
"graspa"
"amekes"
"easmea"
"killde"
"rthhum"
"savspa"
"mallar3"
"cerwar"
"nrwswa"
"fiscro"
"orcori"
"yebcha"
"acafly"
"yebcuc"
"chwwid"
"carwre"
"wiltur"
"grnher"
"norwat"
"pinsis"
"ruckin"
"whevir"
"comgal1"
"ribgul"
"coohaw"
"virrai"
"hoomer"
"leabit"
"perfal"
"sedwre1"
"amebit"
"wilsni1"
"easowl1"
"palwar"
"redcro"
"ambduc"
"olsfly"
"linspa"
"gryjay"
"clcspa"
"bcnher"
"commer"
"doccor"
"horlar"
"banswa"
"sposan"
"bkbwoo"
"merlin"
"purmar"
"uplsan"
"shshaw"
"dickci"
"hoowar"
"hergul"
"caster1"
"gbbgul"
"cliswa"
"prowar"
"mutswa"
"norhar2"
"grhowl"
"rehwoo"
"evegro"
"phivir"
"sancra"
