"species_code"
"amerob"
"scatan"
"grycat"
"easwpw1"
"comyel"
"chwwid"
"woothr"
"eawpew"
"brnthr"
"indbun"
"brdowl"
"fiespa"
"moudov"
"eastow"
"chispa"
"grbher3"
"comgra"
"rewbla"
"btnwar"
"rebwoo"
"pilwoo"
"reevir1"
"balori"
"herthr"
"amered"
"easblu"
"winwre3"
"prawar"
"amegfi"
"magwar"
"blujay"
"carchi"
"bkcchi"
"bawwar"
"ovenbi1"
"reshaw"
"baleag"
"easkin"
"dowwoo"
"amecro"
"norfli"
"haiwoo"
"buhvir"
"grcfly"
"swaspa"
"acafly"
"easpho"
"yebcuc"
"louwat"
"hoowar"
"wooduc"
"cedwax"
"robgro"
"canwar"
"whbnut"
"mallar3"
"veery"
"nrwswa"
"pinwar"
"btbwar"
"brwhaw"
"bkbwar"
"boboli"
"purfin"
"rebnut"
"yebsap"
"chswar"
"woewar1"
"brncre"
"daejun"
"yerwar"
"sonspa"
"turvul"
"rthhum"
"norcar"
"belkin1"
"treswa"
"gockin"
"aldfly"
"bnhcow"
"whtspa"
"yelwar"
"mouwar"
"killde"
"normoc"
"easmea"
"graspa"
"eursta"
"henspa"
"savspa"
"barswa"
"rocpig"
"houfin"
"chiswi"
"houspa"
"clcspa"
"coohaw"
"carwre"
"rethaw"
"yetvir"
"buggna"
"cerwar"
"tuftit"
"snogoo"
"doccor"
"fiscro"
"cangoo"
"banswa"
"wiltur"
"houwre"
"grnher"
"comrav"
"pinsis"
"rufgro"
"warvir"
"ribgul"
"gbbgul"
"hergul"
"caster1"
"vesspa"
"horlar"
"dickci"
"wilfly"
"norpar"
"commer"
"cliswa"
"leafly"
"easowl1"
"rehwoo"
"amekes"
"buwwar"
"gowwar"
"blugrb1"
"lesyel"
"sora"
"bkbcuc"
"norhar2"
"virrai"
"blkvul"
"purmar"
"yebcha"
"orcori"
"osprey"
"whevir"
"greegr"
"prowar"
"bcnher"
"marwre"
"kenwar"
"leater1"
"grhowl"
"wesmea"
"sposan"
"amewoo"
"naswar"
"pibgre"
"amebit"
"yetwar"
"shshaw"
"norwat"
"sedwre1"
"loeowl"
"comloo"
"libher"
"swathr"
"solsan"
"eucdov"
"bkpwar"
"leabit"
"kinrai4"
"sumtan"
"redcro"
"merlin"
"leasan"
