"species_code"
"cedwax"
"robgro"
"dowwoo"
"chiswi"
"sonspa"
"blujay"
"wilfly"
"woothr"
"amered"
"easpho"
"norfli"
"warvir"
"barswa"
"houspa"
"eawpew"
"grbher3"
"bkcchi"
"bnhcow"
"pilwoo"
"reevir1"
"yetvir"
"yelwar"
"amegfi"
"marwre"
"comgra"
"swaspa"
"cangoo"
"norcar"
"eastow"
"comgal1"
"comyel"
"amecro"
"rethaw"
"tuftit"
"treswa"
"wooduc"
"houwre"
"amerob"
"turvul"
"grycat"
"indbun"
"rewbla"
"scatan"
"buggna"
"haiwoo"
"brnthr"
"moudov"
"nrwswa"
"henspa"
"boboli"
"fiespa"
"normoc"
"wiltur"
"graspa"
"killde"
"clcspa"
"easmea"
"coohaw"
"carchi"
"eursta"
"whbnut"
"yebcuc"
"savspa"
"dickci"
"rebwoo"
"acafly"
"winwre3"
"hoowar"
"balori"
"veery"
"cerwar"
"btnwar"
"louwat"
"chispa"
"purfin"
"houfin"
"rthhum"
"ribgul"
"carwre"
"easblu"
"orcori"
"baleag"
"mallar3"
"banswa"
"belkin1"
"grcfly"
"rehwoo"
"purmar"
"doccor"
"yebcha"
"leasan"
"lesyel"
"greyel"
"sposan"
"chswar"
"grnher"
"easkin"
"norbob"
"cliswa"
"uplsan"
"comrav"
"amekes"
"horlar"
"kenwar"
"prawar"
"rocpig"
"bkbcuc"
"daejun"
"whevir"
"yetwar"
"hergul"
"osprey"
"pinwar"
"herthr"
"ovenbi1"
"woewar1"
"aldfly"
"prowar"
"buwwar"
"greegr"
"blkvul"
"shshaw"
"norpar"
"rebnut"
"amewoo"
"virrai"
"reshaw"
"bawwar"
"wilsni1"
"brdowl"
"sumtan"
"easowl1"
"mouwar"
"rufgro"
"yebsap"
"pinsis"
"comnig"
"easwpw1"
"vesspa"
"bcnher"
"brncre"
"fiscro"
"brwhaw"
"grhowl"
"leabit"
"sedwre1"
"truswa"
"kinrai4"
"sora"
"y00475"
"pibgre"
"blugrb1"
"buhvir"
"hoomer"
"gadwal"
"amebit"
"commer"
"merlin"
"comloo"
"fragul"
"laugul"
"bkpwar"
"leafly"
"norwat"
"bkbwar"
"whtkit"
"sancra"
"norhar2"
"magwar"
"caster1"
"btbwar"
"semsan"
"bbwduc"
