"species_code"
"reevir1"
"whbnut"
"tuftit"
"eastow"
"blujay"
"norcar"
"amerob"
"carchi"
"bkcchi"
"haiwoo"
"carwre"
"indbun"
"acafly"
"chispa"
"amegfi"
"cedwax"
"semplo"
"wilfly"
"rewbla"
"banswa"
"sonspa"
"moudov"
"yelwar"
"doccor"
"killde"
"cangoo"
"treswa"
"fiespa"
"ribgul"
"barswa"
"greyel"
"houwre"
"grycat"
"comter"
"mallar3"
"grbher3"
"easkin"
"brnthr"
"eursta"
"dowwoo"
"houspa"
"aldfly"
"chswar"
"robgro"
"amecro"
"chiswi"
"leafly"
"norfli"
"swaspa"
"comgra"
"warvir"
"marwre"
"norwat"
"boboli"
"grnher"
"veery"
"ovenbi1"
"bawwar"
"woothr"
"eawpew"
"vesspa"
"rthhum"
"houfin"
"fiscro"
"comyel"
"purfin"
"prawar"
"nrwswa"
"belkin1"
"scatan"
"easpho"
"btnwar"
"pilwoo"
"buhvir"
"brwhaw"
"amered"
"rethaw"
"yebcuc"
"comloo"
"easblu"
"easmea"
"buggna"
"baleag"
"rebwoo"
"turvul"
"rocpig"
"hoowar"
"balori"
"purmar"
"rehwoo"
"btbwar"
"pinwar"
"grcfly"
"comrav"
"cliswa"
"kenwar"
"bnhcow"
"osprey"
"caster1"
"greegr"
"ambduc"
"wooduc"
"magwar"
"wiltur"
"daejun"
"herthr"
"mouwar"
"yebsap"
"cerwar"
"hoomer"
"whevir"
"buwwar"
"yetvir"
"sposan"
"rebnut"
"reshaw"
"bkbwar"
"coohaw"
"amekes"
"normoc"
"winwre3"
"brdowl"
"gloibi"
"solsan"
"easwpw1"
"savspa"
"pibgre"
"amewoo"
"canwar"
"virrai"
"brncre"
"lesyel"
"swawar"
"louwat"
"commer"
"hergul"
"sedwre1"
"gockin"
"bongul"
"yerwar"
"whtspa"
"henspa"
"norhar2"
"orcori"
"yetwar"
"blugrb1"
"graspa"
"bkbcuc"
"semsan"
"shbdow"
"pipplo"
"leasan"
"pecsan"
"woewar1"
"norpar"
"dickci"
"easowl1"
"sora"
"horlar"
"clcspa"
"merlin"
"blkvul"
"yebcha"
"swathr"
"shshaw"
