"species_code"
"whevir"
"normoc"
"chispa"
"wilfly"
"houwre"
"turvul"
"eursta"
"amerob"
"moudov"
"rthhum"
"yelwar"
"buggna"
"easblu"
"whbnut"
"rebwoo"
"barswa"
"eastow"
"bnhcow"
"nrwswa"
"warvir"
"belkin1"
"rethaw"
"rewbla"
"grhowl"
"comgra"
"dowwoo"
"haiwoo"
"blkvul"
"chiswi"
"carchi"
"sonspa"
"tuftit"
"woothr"
"indbun"
"cedwax"
"carwre"
"easkin"
"reevir1"
"easpho"
"grbher3"
"houspa"
"treswa"
"amecro"
"norfli"
"amegfi"
"easowl1"
"houfin"
"mallar3"
"grcfly"
"norcar"
"blujay"
"eawpew"
"grycat"
"coohaw"
"comyel"
"boboli"
"blugrb1"
"dickci"
"rocpig"
"fiespa"
"winwre3"
"ovenbi1"
"leafly"
"herthr"
"veery"
"robgro"
"brwhaw"
"brdowl"
"daejun"
"wooduc"
"forter"
"grnher"
"caster1"
"ribgul"
"baleag"
"killde"
"swaspa"
"cangoo"
"marwre"
"libher"
"osprey"
"leasan"
"orcori"
"greegr"
"leabit"
"doccor"
"norpar"
"brncre"
"scatan"
"acafly"
"balori"
"prawar"
"pilwoo"
"sposan"
"amekes"
"vesspa"
"easmea"
"graspa"
"horlar"
"purmar"
"savspa"
"yetvir"
"sora"
"solsan"
"bkcchi"
"chswar"
"banswa"
"virrai"
"perfal"
"buwwar"
"pacloo"
"kenwar"
"gbbgul"
"hergul"
"hoomer"
"amered"
"commer"
"yebsap"
"purfin"
"bawwar"
"btbwar"
"wiltur"
"comgal1"
"amewoo"
"aldfly"
"comrav"
"norgos2"
"buhvir"
"btnwar"
"gockin"
"hoowar"
"bkbwar"
"yerwar"
"rebnut"
"magwar"
"louwat"
"pinwar"
"henspa"
"reshaw"
"rufgro"
"whtspa"
"norwat"
"brnthr"
"canwar"
"redcro"
"bkbcuc"
"fiscro"
"merlin"
"prowar"
"tunswa"
"yebcuc"
"sedwre1"
"norhar2"
"rosspo1"
"ambduc"
"pibgre"
"lesyel"
"greyel"
"mutswa"
"pecsan"
"bcnher"
"semsan"
"sander"
"mouwar"
"rehwoo"
"cliswa"
"bbwduc"
"clcspa"
"swathr"
"bkpwar"
"bicthr"
"amebit"
"shshaw"
"woewar1"
"snoegr"
"whiibi"
"yebcha"
"naswar"
"laugul"
"truswa"
"easwpw1"
"sumtan"
"buffle"
"ameavo"
"gnwtea"
"shbdow"
"yetwar"
"bongul"
