"species_code"
"winwre3"
"herthr"
"btbwar"
"reevir1"
"comloo"
"canwar"
"btnwar"
"rufgro"
"olsfly"
"sonspa"
"bkcchi"
"magwar"
"rebnut"
"comgra"
"belkin1"
"baleag"
"rthhum"
"pilwoo"
"swathr"
"treswa"
"cedwax"
"rewbla"
"gockin"
"norfli"
"buhvir"
"yerwar"
"daejun"
"amered"
"comrav"
"bicthr"
"whtspa"
"borchi2"
"yebfly"
"bkpwar"
"swaspa"
"grcfly"
"wooduc"
"grbher3"
"easkin"
"ovenbi1"
"naswar"
"scatan"
"bawwar"
"woothr"
"moudov"
"cangoo"
"amegfi"
"comyel"
"blujay"
"bkbwar"
"amerob"
"aldfly"
"chswar"
"eawpew"
"redcro"
"purfin"
"robgro"
"yebsap"
"haiwoo"
"norpar"
"norcar"
"eastow"
"amecro"
"houwre"
"bkbcuc"
"veery"
"easpho"
"grycat"
"yelwar"
"turvul"
"barswa"
"indbun"
"rebwoo"
"normoc"
"wilfly"
"whbnut"
"dowwoo"
"nrwswa"
"sposan"
"chispa"
"easblu"
"grhowl"
"tuftit"
"grnher"
"warvir"
"savspa"
"easmea"
"houspa"
"sedwre1"
"boboli"
"rethaw"
"wiltur"
"prawar"
"hoowar"
"fiespa"
"marwre"
"sora"
"amebit"
"eursta"
"bnhcow"
"fiscro"
"ribgul"
"carwre"
"brncre"
"louwat"
"bkbwoo"
"doccor"
"banswa"
"chiswi"
"yetvir"
"caster1"
"greegr"
"solsan"
"leafly"
"osprey"
"pinwar"
"hergul"
"ruckin"
"merlin"
"buggna"
"cliswa"
"pibgre"
"commer"
"shshaw"
"killde"
"houfin"
"coohaw"
"acafly"
"balori"
"brwhaw"
"mallar3"
"virrai"
"rocpig"
"ambduc"
"mouwar"
"brnthr"
"graspa"
"amekes"
"blkvul"
"reshaw"
"yebcuc"
"brdowl"
"rusbla"
"gryjay"
"linspa"
"hoomer"
"palwar"
"tenwar"
"sprgro"
"norhar2"
"clcspa"
"rehwoo"
"orcori"
"norwat"
"libher"
"leasan"
"norbob"
"cerwar"
"whevir"
"buwwar"
"whwcro"
"evegro"
"bongul"
"leabit"
"ycnher"
