"species_code"
"grbher3"
"tuftit"
"greegr"
"chispa"
"gbbgul"
"carchi"
"houfin"
"moudov"
"forter"
"hergul"
"norcar"
"libher"
"laugul"
"ribgul"
"osprey"
"cangoo"
"grycat"
"eawpew"
"barswa"
"eursta"
"rocpig"
"carwre"
"amegfi"
"amerob"
"normoc"
"dowwoo"
"easblu"
"easkin"
"doccor"
"comter"
"rewbla"
"rthhum"
"blujay"
"scatan"
"ovenbi1"
"pilwoo"
"woewar1"
"treswa"
"bnhcow"
"yebcuc"
"whevir"
"belkin1"
"easpho"
"houwre"
"norfli"
"chswar"
"brnthr"
"acafly"
"yetvir"
"amecro"
"rebwoo"
"buwwar"
"haiwoo"
"amered"
"turvul"
"whbnut"
"woothr"
"balori"
"boboli"
"eastow"
"comyel"
"reevir1"
"sonspa"
"louwat"
"blugrb1"
"cedwax"
"buggna"
"houspa"
"fiespa"
"rehwoo"
"rethaw"
"indbun"
"ycnher"
"warvir"
"mallar3"
"killde"
"reshaw"
"sposan"
"chiswi"
"nrwswa"
"blkvul"
"ambduc"
"pinwar"
"baleag"
"bkbcuc"
"leasan"
"caster1"
"marwre"
"shbdow"
"bnhnut"
"snoegr"
"semsan"
"norwat"
"comgra"
"purmar"
"virrai"
"greyel"
"graspa"
"lesyel"
"yebcha"
"brdowl"
"grcfly"
"easowl1"
"aldfly"
"leabit"
"bawwar"
"grnher"
"norpar"
"whrsan"
"wessan"
"banswa"
"semplo"
"wooduc"
"yelwar"
"fiscro"
"orcori"
"coohaw"
"brwhaw"
"solsan"
"amekes"
"sora"
"royter1"
"mouwar"
"bcnher"
"blkter"
"bkbwar"
"olsfly"
"yebfly"
"canwar"
"magwar"
"btbwar"
"hoowar"
"comrav"
"comnig"
"wiltur"
"norbob"
"easmea"
"prowar"
"rebnut"
"prawar"
"baisan"
"kinrai4"
"rinduc"
"leafly"
"whtspa"
"perfal"
"pecsan"
"horgre"
"sedwre1"
"cliswa"
"savspa"
"norhar2"
"eucdov"
"gockin"
"cerwar"
"naswar"
"kenwar"
"daejun"
"btnwar"
"redcro"
"robgro"
"grhowl"
"sumtan"
"dickci"
"miskit"
"wilfly"
"limpki"
"horlar"
"easwpw1"
"tenwar"
"camwar"
"pibgre"
"veery"
"gowwar"
"ameavo"
"lobdow"
"wilsni1"
"hoomer"
"bkbplo"
"brncre"
"bkcchi"
"yetwar"
