"species_code"
"ovenbi1"
"wiltur"
"bkcchi"
"eawpew"
"btbwar"
"whbnut"
"easkin"
"eastow"
"cangoo"
"amecro"
"killde"
"easpho"
"grbher3"
"easmea"
"moudov"
"amegfi"
"baleag"
"comrav"
"blujay"
"easblu"
"indbun"
"houfin"
"doccor"
"fiespa"
"houwre"
"yebcuc"
"reevir1"
"rehwoo"
"turvul"
"dowwoo"
"tuftit"
"norcar"
"grycat"
"rethaw"
"carchi"
"ycnher"
"amerob"
"acafly"
"warvir"
"mallar3"
"reshaw"
"norfli"
"rebwoo"
"haiwoo"
"buggna"
"amered"
"eursta"
"carwre"
"greegr"
"sposan"
"chiswi"
"belkin1"
"chispa"
"pilwoo"
"robgro"
"houspa"
"chswar"
"bawwar"
"pinwar"
"balori"
"barswa"
"grcfly"
"woewar1"
"cedwax"
"scatan"
"comyel"
"brnthr"
"woothr"
"rthhum"
"hoowar"
"yebfly"
"buwwar"
"sonspa"
"cliswa"
"rufgro"
"osprey"
"grnher"
"magwar"
"normoc"
"phivir"
"veery"
"canwar"
"tenwar"
"bkbcuc"
"comgra"
"rewbla"
"savspa"
"treswa"
"wooduc"
"amekes"
"fiscro"
"boboli"
"sora"
"buhvir"
"commer"
"daejun"
"semsan"
"semplo"
"leasan"
"ribgul"
"rocpig"
"blugrb1"
"whevir"
"prawar"
"rebnut"
"brdowl"
"easowl1"
"easwpw1"
"banswa"
"norhar2"
"sedwre1"
"henspa"
"wilfly"
"nrwswa"
"blkvul"
"yebcha"
"coohaw"
"yelwar"
"orcori"
"purmar"
"virrai"
"rinduc"
"lesyel"
"solsan"
"bnhcow"
"comnig"
"btnwar"
"yetvir"
"leafly"
"bkbwar"
"wlswar"
"wilsni1"
"norpar"
"swaspa"
"naswar"
"brwhaw"
"aldfly"
"purfin"
"louwat"
"norwat"
"olsfly"
"yebsap"
"lobdow"
"buwtea"
"greyel"
"winwre3"
"libher"
"limpki"
"camwar"
"shshaw"
"ambduc"
"shbdow"
"babwar"
"herthr"
"gockin"
"redcro"
"gowwar"
"marwre"
"vesspa"
"eucdov"
"merlin"
