"species_code","score","start_offset_sec","end_offset_sec"
"veery",0.9641306,6,9
"amegfi",0.98185474,28,31
"yelwar",0.9253528,47,50
"comyel",0.9939632,75,78
"ovenbi1",0.9956285,86,89
"norcar",0.9828053,94,97
"bnhcow",0.95941603,108,111
"woothr",0.9704693,178,181
"rebwoo",0.92374396,213,216
"chswar",0.97995067,246,249
"norfli",0.99257654,261,264
"sonspa",0.998456,269,272
"bkcchi",0.9838098,285,288
"tuftit",0.9142474,287,290
"easkin",0.9935044,417,420
"rethaw",0.9987926,428,431
"daejun",0.95197284,432,435
"blujay",0.9997094,434,437
"swaspa",0.99742264,459,462
"rewbla",0.9857602,470,473
"aldfly",0.99995536,493,496
"eursta",0.93046117,496,499
