"species_code","score","start_offset_sec","end_offset_sec"
"comyel",0.99650085,24,27
"carwre",0.9892407,75,78
"brncre",0.9645987,83,86
"sonspa",0.9995225,218,221
"carchi",0.96817535,255,258
"bkcchi",0.9915353,284,287
"houwre",0.93667877,295,298
"rewbla",0.99212813,305,308
"amecro",0.954835,440,443
"reevir1",0.9978346,558,561
"rebnut",0.99757415,588,591
"gockin",0.9995914,625,628
"graspa",0.98159176,760,763
"eastow",0.98707515,765,768
"amegfi",0.96852046,811,814
"tuftit",0.903247,811,814
"amerob",0.98827946,830,833
