"underscores","PRIMARY_COM_NAME","SPECIES_CODE","TAXON_ORDER","iucn.ordinal","max.acad","trend","bl.range.size","range.size","median.abund","hti","mig.distance","ebird.mig.dist","edge.score","sp.dist","gen.field","morph.field","conservation.status","vulnerability.factors","uniqueness","bpi.score"
"Crypturellus_brevirostris","Rusty Tinamou","rustin1",126,0.263232931950581,0.305704135860027,0.50201246571714,0.318378180483837,0.439930577606697,0.745104475947007,0.581145257621656,0.575893670868207,0.536504712363849,0.326786376543587,0.433343878721328,0.980609927551135,0.10214119093155,0.303996987734374,0.543295311869641,0.448131990367812,1.29542428997183
"Crypturellus_bartletti","Bartlett's Tinamou","bartin2",127,0.263232931950581,0.30604941020365,0.51314522695245,0.276502248064238,0.4355166100897,0.750768509736101,0.607255989917792,0.604158262263892,0.604960253745386,0.337015544130136,0.458582757426452,0.975379040637439,0.107019655914952,0.305794615363488,0.676866915361544,0.457122975915333,1.43978450664037
"Crypturellus_parvirostris","Small-billed Tinamou","smbtin1",128,0.263232931950581,0.252494478483629,0.498080928220502,0.186371535640317,0.350852288298143,0.727064816169036,0.254591650594327,0.676546240996928,0.564902532117806,0.305647064144387,0.456821624440112,0.984838883531971,0.0924762622457405,0.297763139085448,0.420983360896544,0.447338898051973,1.16608539803397
"Crypturellus_casiquiare","Barred Tinamou","bartin1",129,0.263232931950581,0.316272851101339,0.511408483451329,0.460305948178817,0.448339739007844,0.752785319905536,0.605215212543264,0.47418928479937,0.631047244570529,0.367242387296902,0.48972996484721,0.998124746955984,0.122247809975149,0.306598099185457,0.578386696132243,0.482559961528396,1.3675447568461
"Crypturellus_tataupa","Tataupa Tinamou","tattin1",130,0.263232931950581,0.255087314472943,0.492344218387389,0.204505332080965,0.362311563509707,0.72267706444825,0.341636941505421,0.668268465579844,0.587971644736594,0.279982562024121,0.399703716396148,0.988362117895154,0.0814597505095005,0.297129045878176,0.490931750464542,0.424224759639188,1.21228555598191
"Rhynchotus_rufescens","Red-winged Tinamou","rewtin1",136,0.263232931950581,0.19583350932783,0.468510632844192,0.193608230910904,0.302330193894139,0.635046961935707,0.392464153957003,0.67440817623869,0.611337521887824,0.365202391943923,0.47032286528965,0.98468678800358,0.12118052658282,0.28710921632818,0.530494641373467,0.473354744462192,1.29095860216384
"Rhynchotus_maculicollis","Huayco Tinamou","huatin1",140,0.263232931950581,0.226543198043231,0.463152328521021,0.439705686479286,0.334925292946123,0.635446010767012,0.284387326133707,0.508929220643004,0.604670398324989,0.39389849167751,0.413860081913343,0.99297730981104,0.136747364086129,0.28950039421315,0.470573132462316,0.472353803165879,1.23242732984135
"Nothoprocta_taczanowskii","Taczanowski's Tinamou","tactin1",141,0.6115834264942,0.243098409756273,0.453896142088389,0.557208527379101,0.355951646911058,0.632939109670013,0.310952615905639,0.424428408720362,0.560424756460046,0.370339348624021,0.409477257206608,0.994630955956772,0.123879347410794,0.657177761690365,0.604007931818919,0.462328235400526,1.72351392890981
"Nothoprocta_ornata","Ornate Tinamou","orntin1",142,0.263232931950581,0.211169611534515,0.463248214449623,0.320299360621641,0.297042454131897,0.636736847984549,0.325147998108775,0.579715278896678,0.5869425211939,0.314340248019893,0.448892843877814,0.993986604118847,0.0963841762715007,0.287894153626254,0.479693117161423,0.450877373118762,1.21846464390644
"Nothoprocta_perdicaria","Chilean Tinamou","chitin1",146,0.263232931950581,0.235403207730686,0.469962598823444,0.427738596808569,0.322434039234734,0.652141132047258,0.394034942525627,0.506026617991269,0.574453564367682,0.294869588002102,0.464695928368354,1,0.0877569379277918,0.291512225706758,0.525235593898495,0.449269082239947,1.2660169018452
"Nothoprocta_cinerascens","Brushland Tinamou","brutin1",149,0.263232931950581,0.211744867333949,0.465514328566779,0.286485842357705,0.301683581994115,0.6356084484006,0.347007552030889,0.593208527575548,0.57566967422755,0.294907320514695,0.419474744141439,0.986442425146282,0.0877732222722477,0.288313325492164,0.48521105161209,0.434233230871323,1.20775760797558
"Nothoprocta_pentlandii","Andean Tinamou","andtin1",152,0.263232931950581,0.211296633224833,0.461569460759855,0.332370186058472,0.30860714560283,0.63508964510649,0.312187231443892,0.622215780855354,0.620322598365724,0.296644881484895,0.404763366683692,0.990619086868964,0.0885249061379781,0.287641969962513,0.496731244057758,0.432173272835757,1.21654648685603
"Nothoprocta_curvirostris","Curve-billed Tinamou","cubtin1",161,0.263232931950581,0.239395596592151,0.467348371168704,0.490311139436036,0.337258788187499,0.649431393572343,0.367828614259181,0.481651317697338,0.607639122486052,0.322723973402561,0.416313980987144,0.99835253231774,0.100240811870705,0.291519718878166,0.643602913292396,0.44678776394922,1.38191039611978
"Nothura_boraquira","White-bellied Nothura","whbnot1",165,0.263232931950581,0.184649323612685,0.452207639475921,0.286671072758095,0.25466471853876,0.605347009029113,0.260790278129706,0.603775067621396,0.603968854923627,0.291783090465134,0.441225043349235,0.989592959693492,0.086430487211619,0.283350503358144,0.44234767793613,0.439465107593058,1.16516328888733
"Nothura_minor","Lesser Nothura","lesnot1",166,0.6115834264942,0.236149098426405,0.431771115160424,0.655107535480717,0.345727247789335,0.631050281573306,0.430077328583504,0.581937624525521,0.637459508224325,0.236840153672319,0.425174335270275,0.923556419349615,0.0645764623629657,0.652944638492209,0.743964475788427,0.398784480026356,1.79569359430699
"Nothura_darwinii","Darwin's Nothura","darnot1",167,0.263232931950581,0.16329778537588,0.435096922015658,0.290932651963299,0.219134986462455,0.5803106658734,0.319090248471928,0.599747815600005,0.660960354056942,0.240547075802302,0.41099619549487,0.966346317393902,0.0659511869517395,0.278391685069823,0.506738265323884,0.40741132129146,1.19254127168517
"Nothura_maculosa","Spotted Nothura","sponot1",173,0.263232931950581,0.176752817309675,0.423023871698416,0.439928846262007,0.245303967669102,0.559242341041074,0.412938408543558,0.468940074046973,0.536501681206516,0.287894675042933,0.430646912166725,0.989320284522066,0.0847750539954482,0.41310244246251,0.486369213288367,0.435267428959311,1.33473908471019
"Taoniscus_nanus","Dwarf Tinamou","dwatin1",185,0.78575867376601,0.238815800227264,0.455591381444854,0.315128942984219,0.337583850717993,0.651630453852978,0.391378255410405,0.569472542078263,0.597665595765115,0.292303483510432,0.399337979488034,0.980396680268147,0.0866533573347854,0.840692110812314,0.612749344059683,0.426576060593782,1.88001751546578
"Eudromia_elegans","Elegant Crested-Tinamou","elctin1",186,0.263232931950581,0.247423300842559,0.492471349748077,0.267431981023776,0.340072828798024,0.675615423656888,0.418185405874358,0.608580195793997,0.587467890208291,0.303233639157212,0.397341142237797,0.985567035921987,0.0914074955985542,0.296340855762,0.539162412097029,0.431404404701509,1.26690767256054
"Eudromia_formosa","Quebracho Crested-Tinamou","quctin1",197,0.263232931950581,0.244678738254699,0.478961095872922,0.379467320427807,0.349705312668382,0.67084710500781,0.441989274963861,0.515867456618706,0.575314754706497,0.346693555777634,0.435916883011533,0.988951771935882,0.111760897638211,0.293914060410127,0.60159097407668,0.458486670316092,1.3539917048029
"Tinamotis_pentlandii","Puna Tinamou","puntin1",200,0.263232931950581,0.257282690479898,0.491912816806748,0.332266012535637,0.369699813114807,0.689611177254313,0.547570720240012,0.565090810338343,0.573326023043457,0.345813757266036,0.43496612867653,0.993049679987352,0.111324751323957,0.297292338034,0.621466575068469,0.45895553205412,1.37771444515659
"Tinamotis_ingoufi","Patagonian Tinamou","pattin1",201,0.263232931950581,0.258728534036137,0.501885259694762,0.340239157896989,0.351503416234982,0.684841679450342,0.480070541849479,0.535784401089677,0.594832106475413,0.336887108238656,0.469959242060482,0.974418727160357,0.106957564152434,0.299022476296398,0.615334235484568,0.459741144170096,1.37409785595106
"Casuarius_casuarius","Southern Cassowary","soucas1",204,0.263232931950581,0.415786190878804,0.50276176886138,0.365004374864404,0.516124558979254,0.598249483571164,0.429859069207898,0.580309837996821,0.656854352752588,0.593539614613661,0.629174635319882,0.999846906712348,0.285872476639266,0.315725579275308,0.593915566134303,0.61853963242026,1.52818077782987
"Casuarius_bennetti","Dwarf Cassowary","dwacas1",205,0.263232931950581,0.420227838262648,0.501625614337888,0.364600439803284,0.508313421939376,0.597454836050914,0.445339763807952,0.571664631817609,0.613119022262366,0.623048854684554,0.648517549022801,1,0.315548394990259,0.316014286958556,0.547285493029001,0.638685115633241,1.5019848956208
"Casuarius_unappendiculatus","Northern Cassowary","norcas1",206,0.263232931950581,0.417396320534809,0.511317297880352,0.412438064005508,0.522000118993275,0.590802111398253,0.472629025242109,0.534686814881989,0.628903916769219,0.573823447589159,0.623853217609969,0.999628697912819,0.267321714505879,0.317248887335609,0.664496836630027,0.60732342550227,1.58906914946791
"Dromaius_novaehollandiae","Emu","emu1",207,0.263232931950581,0.405319320009738,0.490415161562399,0.208731087984168,0.533898022903045,0.585807020404746,0.582531918725541,0.719667784169756,0.588431056685285,0.615446777508803,0.745289906031251,0.999997951165494,0.307675985314668,0.312668423238204,0.657425718921951,0.65950005393715,1.6295941960973
"Apteryx_australis","Southern Brown Kiwi","sobkiw1",213,0.6115834264942,0.987022104803833,0.513974416567338,0.573399063162949,0.931820717563481,0.538953695154386,0.923962622525728,0.386042370910831,0.511084419947442,1,0.998960372617522,0.999323167097208,1,0.745141779938172,0.609504817700042,1,2.35464659763821
"Apteryx_rowi","Okarito Brown Kiwi","okbkiw1",216,0.6115834264942,0.979233475279899,0.513470447638529,0.573399063162949,0.938133811992342,0.534723508772142,0.934851889818079,0.386042370910831,0.549520406506428,0.998284603600091,1,0.999998344531552,0.995048612263115,0.7442406063131,0.641873409927354,0.998732097882148,2.3848461141226
"Apteryx_mantelli","North Island Brown Kiwi","nibkiw1",217,0.6115834264942,0.928595220053096,0.499666708954743,0.49784661764456,0.877741597664625,0.539559155120889,0.95931921820537,0.458734732429455,0.53003204127491,0.999234272381569,0.987630606543673,0.999877634003143,0.997786941486453,0.736716165565395,0.62411177991521,0.996478411408037,2.35730635688864
"Apteryx_owenii","Little Spotted Kiwi","liskiw1",218,0.698671050130105,1,0.504428100722225,0.893390342843265,1,0.580380508605296,1,0.310473802733984,0.661535737330989,0.991395587425572,0.985477503983862,0.997221945651158,0.975393125524296,0.836849205248787,0.89504175744615,0.987506457921826,2.71939742061676
"Apteryx_haastii","Great Spotted Kiwi","grskiw1",220,0.6115834264942,0.909565660998198,0.496976882455583,0.584962725779279,0.888408817496092,0.524954120060932,0.940588898497573,0.370561796276129,0.494173840453562,0.98605055456774,0.983192534869382,1,0.960392615901733,0.73428363749888,0.592813542177344,0.982423445461476,2.3095206251377
"Anhima_cornuta","Horned Screamer","horscr1",223,0.263232931950581,0.228715971301969,0.560597002272475,0.155946023846466,0.316433019471795,0.56103452433576,0.433811817175952,0.701868259510936,0.615298699331993,0.505337100023234,0.436812855596101,0.811735856678329,0.210038406668209,0.305145382632502,0.555720846877046,0.47912373526144,1.33998996477099
"Chauna_torquata","Southern Screamer","souscr1",224,0.263232931950581,0.249227823207232,0.568099275457922,0.216547438373523,0.339710337968408,0.554330314396731,0.426488123128935,0.648620372295944,0.52330841208711,0.496256655465996,0.442365270616172,0.801624382053459,0.2032075622519,0.308495577288017,0.507394022209013,0.473882518237173,1.2897721177342
"Chauna_chavaria","Northern Screamer","norscr1",225,0.263232931950581,0.258326704832343,0.559382410044755,0.455596346574834,0.363966672540316,0.548761650394153,0.285965680315075,0.475996651248671,0.51244727619996,0.481981265366304,0.431980876377743,0.806228556664006,0.192801509379052,0.308076195592969,0.421491871402764,0.466083130552212,1.19565119754794
"Anseranas_semipalmata","Magpie Goose","maggoo1",227,0.263232931950581,0.251234101295823,0.54983840339272,0.396495734502999,0.382333165598471,0.543588593748181,0.113972028210291,0.765298341895773,0.59614006330923,0.456391336581808,0.456398466065901,0.791023954847908,0.175122102983671,0.305818288093472,0.387999390577004,0.457363361730937,1.15118104040141
"Dendrocygna_guttata","Spotted Whistling-Duck","spwduc1",229,0.263232931950581,0.187021751285525,0.588478200443167,0.311468891142868,0.258645424451272,0.675072597065886,0.248548231408676,0.634968914749942,0.655891359855284,0.36687296624988,0.463853287293113,0.792700176923946,0.122054100643819,0.305158837852563,0.668023096114716,0.423193531081087,1.39637546504837
"Dendrocygna_eytoni","Plumed Whistling-Duck","plwduc1",230,0.263232931950581,0.169597845795621,0.581290372940975,0.20358648287112,0.248465502014285,0.634017876052125,0.23963511370025,0.671087227592201,0.579221068353163,0.370241617533901,0.438764982415132,0.779023041527074,0.123827652222168,0.302184065980191,0.414597437032744,0.414584655484132,1.13136615849707
"Dendrocygna_viduata","White-faced Whistling-Duck","wfwduc1",231,0.263232931950581,0.159304714879917,0.566329541477194,0.0973371333355516,0.234443012462439,0.597583466171198,0.19745392291499,0.770070584324591,0.65701662540121,0.383462195801958,0.417559596021134,0.786142437135935,0.130946015077812,0.298731661284354,0.422441467586268,0.416185657520856,1.13735878639148
"Dendrocygna_autumnalis","Black-bellied Whistling-Duck","bbwduc",233,0.263232931950581,0.132603539829307,0.47859358544658,0.165160460430403,0.224813237898096,0.418100352671414,0.275441579576966,0.710172347589188,0.646260470715859,0.406803748082563,0.442215522816649,0.798009665021205,0.144150806416428,0.346297204829495,0.40231434925632,0.434894332508919,1.18350588659473
"Dendrocygna_arborea","West Indian Whistling-Duck","wiwduc1",236,0.698671050130105,0.186469957120026,0.497755281812381,0.445587154032546,0.285334710219163,0.478225954155039,0.281686947807462,0.546003166927075,0.567911190799711,0.427643064431482,0.456878661306572,0.800936266444258,0.156663714455774,0.749992786667151,0.599885531187949,0.447937485610264,1.79781580346536
"Dendrocygna_bicolor","Fulvous Whistling-Duck","fuwduc",238,0.263232931950581,0.165754424786634,0.62720242163966,0.120519629916324,0.230932198081508,0.76247096455032,0.200001464913432,0.776209655705357,0.709392900390023,0.37680124539749,0.439968294548832,0.763125020559821,0.127327817602904,0.458823785926651,0.526911062351459,0.413397934193123,1.39913278247123
"Dendrocygna_arcuata","Wandering Whistling-Duck","wawduc1",241,0.263232931950581,0.177908653610302,0.593021366641382,0.204605254619426,0.247267132839779,0.663084033162326,0.21579152937382,0.718760681537969,0.641479141746892,0.381157364793478,0.461118765262735,0.787860693778818,0.129686676657629,0.304916437379716,0.438408711435198,0.426865897236223,1.17019104605114
"Dendrocygna_javanica","Lesser Whistling-Duck","lewduc1",247,0.263232931950581,0.177607967884529,0.591261117127688,0.180030888435322,0.254098562277408,0.670274597573778,0.224420300658864,0.6895394655884,0.588248645414451,0.375621805587863,0.447610379534019,0.794907348779779,0.126693900963416,0.304606251882761,0.40956746147024,0.423027848906881,1.13720156225988
"Thalassornis_leuconotus","White-backed Duck","whbduc1",251,0.263232931950581,0.186323826986035,0.571968001293036,0.16024881861116,0.269941960506392,0.572831963629457,0.22277720439565,0.707299005543819,0.664711647808351,0.39569664509397,0.513487135003974,0.770220576178055,0.137763528865234,0.30247330185605,0.442848712640934,0.441548322594829,1.18687033709181
"Anser_indicus","Bar-headed Goose","bahgoo",254,0.263232931950581,0.205757948442964,0.464676358095446,0.23513701105731,0.322712988407542,0.377481924339421,0.136260085740437,0.820983120621894,0.666742355616596,0.409584236838983,0.48131814138358,0.685263926407075,0.145779945851583,0.287549333990842,0.413019028957592,0.417167826544727,1.11773618949316
"Anser_canagicus","Emperor Goose","empgoo",255,0.263232931950581,0.364659734530594,0.445533312665079,0.357754792587169,0.572349129849155,0.473012463858831,0.513954135242719,0.744003177373104,0.620048659146008,0.340330613672337,0.460195518384664,0.583473091303409,0.108629780108845,0.358085469187671,0.640053994000794,0.358453562134567,1.35659302532303
"Anser_caerulescens","Snow Goose","snogoo",256,0.263232931950581,0.19890530974396,0.415955540587538,0.266394746205171,0.272293288865487,0.152784510739137,0.452290301533313,0.847781657244557,0.665833189460626,0.396415361513483,0.42880247117755,0.648664396818414,0.138171068029464,0.334144171328346,0.410538861982117,0.389030894063886,1.13371392737435
"Anser_rossii","Ross's Goose","rosgoo",260,0.263232931950581,0.265207079658614,0.42227979052136,0.356351016953452,0.398416666019761,0.435229786643873,0.530566535444498,0.678829850580544,0.663853446584677,0.40496008840477,0.430865912978351,0.651054715476402,0.143077292188095,0.273379644213205,0.564320555401119,0.393615206754745,1.23131540636907
"Anser_anser","Graylag Goose","gragoo",263,0.263232931950581,0.18731072505934,0.482841379098242,0.115458940048264,0.279719975993394,0.36204651091911,0.240527340390948,0.659884608840016,0.615293332302371,0.427061256366953,0.443321392937801,0.689563764116623,0.156304737040181,0.28847747824875,0.408510767868321,0.415709656203186,1.11269790232026
"Anser_cygnoides","Swan Goose","swagoo1",268,0.78575867376601,0.253230960760035,0.494292007976675,0.231646259223079,0.386794895243064,0.405416659073393,0.424153688066787,0.787461354430535,0.643938579119071,0.389616529941766,0.492477045906264,0.628360826081668,0.134347318136331,0.848334910813547,0.58644150152273,0.397415782528784,1.83219219486506
"Anser_albifrons","Greater White-fronted Goose","gwfgoo",271,0.263232931950581,0.165754424786634,0.502893126273507,0.134354237299673,0.27485783284726,0.387713162866302,0.227519614426554,0.87029304551809,0.682472552752818,0.418226904241543,0.44220642495147,0.658776276991694,0.150922597099498,0.376882792271973,0.409461254105118,0.403901385808469,1.19024543218556
"Anser_erythropus","Lesser White-fronted Goose","lwfgoo",282,0.6115834264942,0.178720319165652,0.50278107267127,0.185335472285266,0.283910945948892,0.398630937710434,0.246156920036062,0.789446970449972,0.72032934804268,0.408439376939275,0.444909306776338,0.650458050002777,0.145107670793328,0.658121620268671,0.714732122490168,0.398468792039085,1.77132253479792
"Anser_fabalis","Taiga Bean-Goose","taibeg1",284,0.263232931950581,0.17920864470033,0.492354397638869,0.103191543548205,0.29619384515599,0.372760707701695,0.179644608575652,0.854299511892292,0.689688636906147,0.409373269431327,0.448340872353437,0.64199680700296,0.145655907192138,0.289127941943888,0.435702882976338,0.397560479623768,1.12239130454399
"Anser_serrirostris","Tundra Bean-Goose","tunbeg1",288,0.221828713934783,0.146499146782423,0.490393410154902,0.103191543548205,0.245773916891417,0.373243843394162,0.115169490347807,0.854299511892292,0.700667900479209,0.418935910909434,0.458200663815424,0.661670258491338,0.151349824776965,0.351084202712562,0.397724433499697,0.409028436406584,1.15783707261884
