"species_code","score","start_offset_sec","end_offset_sec"
"carchi",0.700774,3,6
"norfli",0.99832094,6,9
"eastow",0.9999399,88,91
"chwwid",0.08605441,98,101
"whevir",0.581956,99,102
"rehwoo",0.36759734,132,135
"norcar",0.8313184,133,136
"moudov",0.99542105,165,168
"norbob",0.97528064,175,178
"bnhnut",0.9734157,175,178
"fiscro",0.87339425,182,185
"comyel",0.9986765,186,189
"eawpew",0.99458915,226,229
"amegfi",0.9863523,229,232
"yebcha",0.9998304,301,304
"ycnher",0.51843274,309,312
"woewar1",0.9169283,371,374
"easwpw1",0.57843363,402,405
"easblu",0.99271935,437,440
"recwoo",0.9999739,473,476
"pilwoo",0.8741375,524,527
"yetwar",0.9841515,543,546
"pinwar",0.99332595,547,550
"tuftit",0.8887049,589,592
"fiespa",0.99213743,594,597
