"species_code","score","start_offset_sec","end_offset_sec"
"rebwoo",0.9995356,24,27
"carwre",0.9981108,26,29
"eastow",0.9994211,80,83
"easpho",0.99919784,90,93
"cedwax",0.8799095,113,116
"whbnut",0.9999581,136,139
"easwpw1",0.111838594,189,192
"norcar",0.9294525,222,225
"reevir1",0.91298276,303,306
"carchi",0.66195077,331,334
"woothr",0.99999857,341,344
"eawpew",0.99895287,353,356
"tuftit",0.99495405,369,372
"blujay",0.9976534,417,420
"moudov",0.99695796,435,438
"amegfi",0.93739146,488,491
"pilwoo",0.9918563,504,507
