"species_code","score","start_offset_sec","end_offset_sec"
"carwre",0.99301475,0,3
"tuftit",0.9322462,11,14
"amecro",0.9758133,17,20
"grycat",0.9103391,51,54
"norcar",0.9931451,54,57
"scatan",0.7281737,59,62
"fiespa",0.9993626,65,68
"eastow",0.9964178,72,75
"buwwar",0.999104,73,76
"indbun",0.99657977,81,84
"norbob",0.255737,87,90
"orcori",0.7305266,88,91
"yebcha",0.9999564,93,96
"gowwar",0.8795478,155,158
"comyel",0.994279,177,180
"buggna",0.9861753,188,191
"carchi",0.95045364,190,193
"rebwoo",0.9633472,199,202
"woothr",0.99190193,217,220
"reevir1",0.9970312,236,239
