"species_code","score","start_offset_sec","end_offset_sec"
"carwre",0.971834,46,49
"norcar",0.99098116,90,93
"indbun",0.996383,131,134
"buggna",0.99990475,164,167
"orcori",0.7537094,225,228
"woothr",0.9968521,249,252
"carchi",0.99860066,547,550
"eastow",0.8610608,626,629
"whevir",0.99997544,637,640
"amecro",0.9909567,698,701
"grycat",0.9999755,753,756
"chwwid",0.054863166,800,803
"yebcuc",0.99619836,987,990
"louwat",0.99713147,1120,1123
"cedwax",0.9997173,1200,1203
"kenwar",0.3594075,1309,1312
"comyel",0.98720187,1336,1339
"rinduc",0.98879915,1468,1471
