"species_code","score","start_offset_sec","end_offset_sec"
"amecro",0.91085076,14,17
"tuftit",0.8946781,40,43
"rebwoo",0.9402956,103,106
"dickci",0.10218194,116,119
"easblu",0.9873762,189,192
"chispa",0.9999165,274,277
"amerob",0.99338865,274,277
"houspa",0.99731886,309,312
"brnthr",0.5589357,332,335
"normoc",0.9999842,357,360
"easmea",0.80785155,382,385
"carwre",0.83572567,441,444
"wesmea",0.823732,506,509
"orcori",0.45927668,570,573
"norcar",0.89847916,804,807
"indbun",0.93566686,809,812
"sonspa",0.96190184,811,814
"graspa",0.9827083,937,940
"chiswi",0.50226176,1024,1027
"fiespa",0.99736613,1036,1039
"blugrb1",0.98277336,1064,1067
