"species_code","score","start_offset_sec","end_offset_sec"
"henspa",0.26656,50,53
"yetwar",0.4686955,81,84
"carwre",0.99934804,234,237
"kenwar",0.9697948,266,269
"tuftit",0.81951797,278,281
"norcar",0.95782775,283,286
"dowwoo",0.9933386,290,293
"eastow",0.99849343,341,344
"whbnut",0.77373165,365,368
"eawpew",0.7682846,434,437
"easwpw1",0.2494357,500,503
"scatan",0.5204401,551,554
"ovenbi1",0.9979192,734,737
"acafly",0.9972137,759,762
"hoowar",0.44432446,806,809
"woothr",0.9999998,866,869
"buwwar",0.7100774,887,890
"whevir",0.95730025,928,931
"reevir1",0.93981445,929,932
