"species_code","score","start_offset_sec","end_offset_sec"
"cedwax",0.84465253,13,16
"sumtan",0.9668409,44,47
"whbnut",0.9997246,49,52
"dowwoo",0.996733,64,67
"tuftit",0.81897014,75,78
"woothr",0.94932485,76,79
"robgro",0.99784666,85,88
"grycat",0.86016023,87,90
"yetvir",0.48363662,88,91
"amegfi",0.95430243,93,96
"rewbla",0.99252266,103,106
"houwre",0.99335754,120,123
"buwwar",0.67081606,146,149
"amerob",0.9094895,152,155
"gowwar",0.81047577,160,163
"belkin1",0.8943615,187,190
"sonspa",0.9234699,204,207
