"species_code","score","start_offset_sec","end_offset_sec"
"carwre",0.9989799,38,41
"buggna",0.9844275,170,173
"amecro",0.99806106,222,225
"carchi",0.99977416,329,332
"haiwoo",0.99578315,382,385
"orcori",0.5246119,513,516
"swawar",0.9077562,602,605
"swathr",0.80364746,942,945
"sumtan",0.9519702,978,981
"tuftit",0.8574502,1003,1006
"yebcuc",0.439188,1021,1024
"louwat",0.99900466,1066,1069
"norcar",0.979089,1108,1111
"comyel",0.9926449,1174,1177
"cedwax",0.80289954,1201,1204
"yetwar",0.92688423,1265,1268
"woothr",0.99091464,1312,1315
"reevir1",0.9548106,1341,1344
"indbun",0.99587405,1359,1362
"yetvir",0.99636495,1371,1374
"whevir",0.9999975,1406,1409
"prowar",0.75944996,1411,1414
"grycat",0.99999774,1448,1451
"scatan",0.9641538,1553,1556
"henspa",0.07390501,1598,1601
"eastow",0.9530788,1612,1615
"comgra",0.97673935,1704,1707
