"species_code","score","start_offset_sec","end_offset_sec"
"amegfi",0.96600014,16,19
"amerob",0.9950914,20,23
"easblu",0.99358237,30,33
"whbnut",0.5894673,39,42
"rebwoo",0.9982016,45,48
"rewbla",0.9979104,45,48
"reevir1",0.9391264,51,54
"yebcuc",0.96629256,64,67
"orcori",0.54032654,92,95
"dickci",0.13692056,98,101
"louwat",0.17826241,122,125
"sonspa",0.9437984,141,144
"fiespa",0.99522996,142,145
"tuftit",0.8020192,169,172
"comyel",0.9808075,170,173
"carwre",0.9671318,182,185
"blugrb1",0.95478934,237,240
"indbun",0.99927527,239,242
"graspa",0.9902073,292,295
