"species_code","score","start_offset_sec","end_offset_sec"
"norcar",0.9573824,9,12
"easblu",0.45967212,34,37
"easpho",0.9455977,160,163
"easmea",0.99947476,235,238
"orcori",0.9966861,243,246
"carwre",0.98757267,365,368
"comloo",0.5433579,439,442
"indbun",0.990233,531,534
"woothr",0.86026555,540,543
"laugul",0.47709888,597,600
"moudov",0.89658815,645,648
"easkin",0.99371415,681,684
"bnhcow",0.9971201,725,728
"normoc",0.98848355,729,732
"chispa",0.9986295,753,756
"amerob",0.99909884,764,767
"amegfi",0.96919924,765,768
"fiespa",0.9862774,767,770
"boboli",0.98867583,783,786
"graspa",0.994969,817,820
"blugrb1",0.9751945,858,861
"rewbla",0.9612165,861,864
"brnthr",0.6920592,862,865
