"species_code","score","start_offset_sec","end_offset_sec"
"normoc",0.9912761,16,19
"carwre",0.996116,28,31
"easkin",0.9264949,38,41
"houspa",0.98466593,61,64
"orcori",0.567109,76,79
"amerob",0.99176264,174,177
"fiespa",0.99360216,177,180
"norcar",0.9931693,200,203
"rewbla",0.95491356,200,203
"graspa",0.9978622,215,218
"indbun",0.99301356,256,259
"chispa",0.9988405,269,272
"easmea",0.95125675,291,294
"yetwar",0.4943508,295,298
"amecro",0.9785249,315,318
"dickci",0.3713145,337,340
"woewar1",0.48016432,368,371
"blugrb1",0.71641946,371,374
