"species_code","score","start_offset_sec","end_offset_sec"
"belkin1",0.8760911,7,10
"brnthr",0.97918594,18,21
"graspa",0.9940507,28,31
"yebcha",0.9922568,36,39
"fiespa",0.999769,64,67
"whevir",0.5847012,83,86
"indbun",0.9418154,211,214
"hoowar",0.76494825,211,214
"chwwid",0.21343888,231,234
"chispa",0.94005454,265,268
"brdowl",0.4380504,312,315
"sonspa",0.97417206,328,331
"norbob",0.5146078,333,336
"blugrb1",0.94571054,411,414
"norcar",0.9958833,544,547
"grnher",0.529366,566,569
"carwre",0.94609994,577,580
"balori",0.92192477,577,580
"amerob",0.96841764,613,616
"normoc",0.9978343,706,709
