"species_code","score","start_offset_sec","end_offset_sec"
"comgra",0.9973948,36,39
"acafly",0.99931425,43,46
"woothr",0.9961154,69,72
"buggna",0.968035,69,72
"kenwar",0.77481115,76,79
"tuftit",0.8231894,91,94
"blujay",0.9961206,105,108
"sonspa",0.9974704,136,139
"amered",0.9988018,155,158
"cerwar",0.29377005,155,158
"louwat",0.3743528,168,171
"hoowar",0.9827464,180,183
"eawpew",0.9866991,189,192
"amegfi",0.9871193,250,253
"rebwoo",0.8814099,256,259
"brncre",0.81539047,274,277
"swawar",0.13075112,279,282
"norcar",0.9259677,344,347
"reevir1",0.99282324,351,354
"amecro",0.9927569,354,357
"carwre",0.9834515,354,357
