"species_code","score","start_offset_sec","end_offset_sec"
"easwpw1",0.41316694,7,10
"prawar",0.9962363,45,48
"reevir1",0.9904217,49,52
"carchi",0.90524954,79,82
"bkcchi",0.88726586,104,107
"yebcha",0.9222219,141,144
"henspa",0.054126486,176,179
"amecro",0.99778867,210,213
"woothr",0.9999926,293,296
"buwwar",0.7736785,428,431
"indbun",0.9856656,491,494
"moudov",0.9857262,528,531
"fiespa",0.9999673,574,577
"gowwar",0.70476216,633,636
"hoowar",0.49225774,680,683
"norcar",0.99808335,725,728
"amegfi",0.9955492,745,748
"whevir",0.9875911,783,786
"carwre",0.96996933,884,887
"grycat",0.99971896,949,952
"eastow",0.99275774,974,977
"comyel",0.9855573,1016,1019
