"species_code","score","start_offset_sec","end_offset_sec"
"scatan",0.49168295,69,72
"carwre",0.999984,143,146
"woothr",0.9950044,154,157
"rehwoo",0.2935281,202,205
"norcar",0.880735,222,225
"mouwar",0.22081715,242,245
"yebcuc",0.7852907,487,490
"amecro",0.9722162,497,500
"easpho",0.9035161,498,501
"chwwid",0.0744276,517,520
"reevir1",0.9918975,526,529
"uplsan",0.07834525,563,566
"yetwar",0.21358988,564,567
"ovenbi1",0.98590904,568,571
"buggna",0.9987893,573,576
"grcfly",0.99668425,573,576
"eawpew",0.99870276,596,599
