"species_code","score","start_offset_sec","end_offset_sec"
"robgro",0.7783475,52,55
"cerwar",0.3168888,65,68
"reevir1",0.99645466,67,70
"winwre3",0.9584905,92,95
"veery",0.85385656,115,118
"purfin",0.9094727,163,166
"ovenbi1",0.99992245,167,170
"leafly",0.9973722,213,216
"magwar",0.9413126,327,330
"comnig",0.6155123,375,378
"commer",0.6034429,382,385
"amecro",0.9987558,428,431
"amerob",0.98438734,452,455
"mouwar",0.97663134,462,465
"acafly",0.9927792,467,470
"comyel",0.99798876,515,518
"scatan",0.9190046,526,529
"kenwar",0.82640415,574,577
