"species_code","score","start_offset_sec","end_offset_sec"
"eawpew",0.9994444,6,9
"cedwax",0.97472197,10,13
"chispa",0.984727,11,14
"amerob",0.9802733,24,27
"ovenbi1",0.99821895,57,60
"amered",0.9772578,59,62
"rewbla",0.88421607,89,92
"bkbwar",0.8111757,135,138
"reevir1",0.99453163,185,188
"woothr",0.8834733,285,288
"brdowl",0.19602914,347,350
"winwre3",0.9427084,374,377
"chswar",0.8174295,377,380
"woewar1",0.47843125,409,412
"blujay",0.87604797,448,451
"scatan",0.9976371,530,533
"veery",0.95141363,601,604
"eastow",0.9955809,613,616
