"species_code","score","start_offset_sec","end_offset_sec"
"comgra",0.9738246,13,16
"hoowar",0.63960814,27,30
"whevir",0.57012385,35,38
"woothr",0.75541013,37,40
"yetvir",0.99104005,43,46
"scatan",0.9695291,55,58
"eawpew",0.998416,77,80
"reevir1",0.989951,79,82
"rthhum",0.9973353,81,84
"nrwswa",0.22905217,150,153
"amered",0.9990385,189,192
"carwre",0.9197142,190,193
"tuftit",0.9897853,195,198
"btbwar",0.789554,207,210
"indbun",0.972181,249,252
"eastow",0.91710305,262,265
"cerwar",0.99879867,266,269
