"species_code","score","start_offset_sec","end_offset_sec"
"comyel",0.9440906,28,31
"buggna",0.99942994,45,48
"amecro",0.9903592,45,48
"reevir1",0.97053325,47,50
"yetvir",0.57399094,51,54
"purfin",0.8291589,79,82
"orcori",0.6650267,79,82
"chispa",0.9989972,80,83
"robgro",0.80186397,88,91
"norcar",0.86010313,99,102
"aldfly",0.38137355,179,182
"indbun",0.9945353,188,191
"blujay",0.7947559,212,215
"woothr",0.69979435,217,220
"whevir",0.9474786,224,227
"carwre",0.9452728,227,230
"louwat",0.20609978,266,269
"brnthr",0.9999056,268,271
"norbob",0.3371839,273,276
