"species_code","score","start_offset_sec","end_offset_sec"
"eastow",0.9973704,5,8
"boboli",0.5241661,16,19
"grycat",0.9959888,19,22
"bawwar",0.98598343,22,25
"comyel",0.99433374,29,32
"amerob",0.9976333,32,35
"sonspa",0.9669326,34,37
"brnthr",0.8784541,39,42
"buwwar",0.9972919,51,54
"aldfly",0.9939616,65,68
"clcspa",0.3151737,98,101
"norcar",0.83059794,99,102
"fiespa",0.9989533,100,103
"ovenbi1",0.9953616,117,120
"moudov",0.9145762,124,127
"blujay",0.8308146,126,129
"chswar",0.9098703,133,136
"houwre",0.8396946,147,150
"savspa",0.92718613,170,173
"yelwar",0.99121046,184,187
"gowwar",0.5282986,217,220
"henspa",0.7706239,222,225
"dickci",0.50381905,222,225
"sedwre1",0.715523,241,244
