"species_code","score","start_offset_sec","end_offset_sec"
"buggna",0.995706,17,20
"yetwar",0.94359213,24,27
"norpar",0.9797931,85,88
"hoowar",0.99736685,168,171
"yetvir",0.4740828,186,189
"acafly",0.9992273,195,198
"louwat",0.78973657,214,217
"houspa",0.9706556,239,242
"cerwar",0.34666246,272,275
"comyel",0.99800867,288,291
"eawpew",0.999628,334,337
"mouwar",0.51355934,339,342
"buhvir",0.6713096,361,364
"sonspa",0.98465866,381,384
"indbun",0.9972929,436,439
"amered",0.98003983,440,443
"reevir1",0.96750486,452,455
"carwre",0.9845703,469,472
