"species_code","score","start_offset_sec","end_offset_sec"
"easkin",0.905911,45,48
"boboli",0.9997348,164,167
"nrwswa",0.28607282,181,184
"sonspa",0.9970722,189,192
"wilfly",0.6164551,229,232
"rewbla",0.9644975,295,298
"seaspa",0.14505976,297,300
"blujay",0.99011177,342,345
"comyel",0.995637,346,349
"amerob",0.99143624,373,376
"cedwax",0.8405028,374,377
"amecro",0.8826452,381,384
"bbwduc",0.34318018,381,384
"graspa",0.9992268,446,449
"fiespa",0.9857908,447,450
"clcspa",0.21206722,458,461
"norcar",0.9462694,461,464
"amegfi",0.99716073,478,481
