"species_code","score","start_offset_sec","end_offset_sec"
"pilwoo",0.96505606,0,3
"reevir1",0.9972113,7,10
"amecro",0.9532774,21,24
"bkcchi",0.99556684,33,36
"grycat",0.99952024,48,51
"tuftit",0.85833395,104,107
"amered",0.9849107,133,136
"mouwar",0.5152448,133,136
"veery",0.9989555,144,147
"rewbla",0.9027992,152,155
"robgro",0.54199743,157,160
"chswar",0.9588823,161,164
"buwwar",0.9999453,204,207
"aldfly",0.93143785,210,213
"comyel",0.99993026,214,217
"gowwar",0.9936637,239,242
"ovenbi1",0.9751905,240,243
"clcspa",0.274588,271,274
"amerob",0.89075476,276,279
